Course Code,credits,semester,year,number_of_students,average_mark,std_dev,median,mode,pass_rate
ARCA10090,10,Full year,2023,61,65.9,10.07,63.05,65.59,0.68
ARCA10090,10,Full year,2024,59,65.88,9.99,63.2,65.98,0.72
ARCA10091,20,Semester 2,2020,104,71.04,7.66,68.95,70.06,0.85
ARCA10091,20,Semester 2,2021,104,72.05,8.83,68.22,68.78,0.81
ARCA10091,20,Semester 2,2022,106,72.38,7.39,69.64,70.29,0.83
ARCA10091,20,Semester 2,2023,106,70.16,8.02,69.36,70.62,0.85
ARCA10091,20,Semester 2,2024,104,68.77,9.19,68.84,70.08,0.83
ARCA10093,20,Semester 1,2020,143,73.47,5.79,71.23,72.73,0.68
ARCA10093,20,Semester 1,2021,141,71.64,6.82,71.24,72.67,0.74
ARCA10093,20,Semester 1,2022,146,73.54,6.22,71.36,71.96,0.74
ARCA10093,20,Semester 1,2023,144,73.19,5.53,70.96,71.19,0.74
ARCA10093,20,Semester 1,2024,144,71.43,5.04,70.09,72.46,0.76
ARCA10094,20,Semester 1,2020,127,67.42,5.89,65.34,67.63,0.81
ARCA10094,20,Semester 1,2021,122,65.13,5.74,66.49,67.51,0.89
ARCA10094,20,Semester 1,2022,121,64.96,5.7,66.04,65.72,0.85
ARCA10094,20,Semester 1,2023,126,66.65,4.87,65.58,66.74,0.83
ARCA10094,20,Semester 1,2024,128,65.4,5.94,65.0,67.19,0.86
ARCA10095,10,Semester 2,2020,142,68.43,8.94,69.73,68.57,0.9
ARCA10095,10,Semester 2,2021,140,68.27,8.94,70.73,69.79,0.9
ARCA10095,10,Semester 2,2022,132,71.68,9.08,69.78,68.69,0.9
ARCA10095,10,Semester 2,2023,135,69.02,9.33,69.56,69.01,0.84
ARCA10095,10,Semester 2,2024,141,71.19,10.26,70.47,69.25,0.85
ARCA10096,10,Semester 1,2020,127,76.35,8.35,77.1,75.73,0.85
ARCA10096,10,Semester 1,2021,133,74.32,9.35,76.8,76.94,0.84
ARCA10096,10,Semester 1,2022,137,74.68,8.13,77.11,75.82,0.81
ARCA10096,10,Semester 1,2023,132,78.21,8.75,77.12,76.47,0.77
ARCA10096,10,Semester 1,2024,128,74.64,8.93,76.92,76.54,0.83
ARCA10097,10,Semester 1,2020,132,84.64,8.25,83.97,86.18,0.65
ARCA10097,10,Semester 1,2021,142,83.88,9.83,83.0,86.04,0.67
ARCA10097,10,Semester 1,2022,133,82.82,8.78,83.04,85.41,0.64
ARCA10097,10,Semester 1,2023,141,85.78,9.72,83.97,86.54,0.64
ARCA10097,10,Semester 1,2024,144,82.58,8.37,82.75,86.54,0.72
ARCA10098,10,Semester 1,2020,134,66.82,7.91,67.52,67.6,0.86
ARCA10098,10,Semester 1,2021,139,65.0,6.03,67.82,67.28,0.81
ARCA10098,10,Semester 1,2022,138,67.98,6.16,66.2,68.96,0.84
ARCA10098,10,Semester 1,2023,129,66.22,6.43,67.63,68.83,0.81
ARCA10098,10,Semester 1,2024,127,65.49,6.36,68.01,67.13,0.87
ARCA10099,10,Semester 1,2020,138,75.78,7.88,73.35,73.87,0.77
ARCA10099,10,Semester 1,2021,145,76.53,7.28,73.14,73.94,0.78
ARCA10099,10,Semester 1,2022,136,75.03,7.81,72.7,74.54,0.8
ARCA10099,10,Semester 1,2023,143,76.13,6.83,72.54,74.31,0.77
ARCA10099,10,Semester 1,2024,144,73.17,6.86,72.44,74.68,0.8
ARCA10100,10,Semester 2,2020,71,79.07,7.79,78.86,77.66,0.61
ARCA10100,10,Semester 2,2021,66,78.68,9.22,78.14,77.01,0.69
ARCA10100,10,Semester 2,2022,67,79.21,7.75,78.8,76.25,0.66
ARCA10100,10,Semester 2,2023,66,77.13,8.54,79.52,76.05,0.69
ARCA10100,10,Semester 2,2024,69,76.2,8.57,78.61,77.24,0.66
ARCA10101,10,Semester 2,2020,76,71.32,7.1,71.62,71.59,0.64
ARCA10101,10,Semester 2,2021,78,69.34,6.63,70.53,71.5,0.69
ARCA10101,10,Semester 2,2022,78,70.48,7.65,71.84,71.14,0.63
ARCA10101,10,Semester 2,2023,81,69.46,5.91,71.89,72.19,0.64
ARCA10101,10,Semester 2,2024,79,69.81,6.65,70.49,71.73,0.65
ARCH08001,20,Semester 1,2020,118,74.0,9.17,75.33,74.08,0.88
ARCH08001,20,Semester 1,2021,122,72.7,9.85,74.74,73.37,0.94
ARCH08001,20,Semester 1,2022,119,76.15,9.72,75.62,72.89,0.96
ARCH08001,20,Semester 1,2023,122,74.51,9.86,75.18,72.69,0.92
ARCH08001,20,Semester 1,2024,114,74.79,9.18,74.17,74.24,0.92
ARCH08002,20,Semester 1,2020,96,77.54,8.86,75.06,75.52,0.6
ARCH08002,20,Semester 1,2021,96,75.97,9.73,74.75,76.02,0.6
ARCH08002,20,Semester 1,2022,94,76.74,9.13,73.79,77.15,0.7
ARCH08002,20,Semester 1,2023,93,77.33,8.72,74.58,76.96,0.62
ARCH08002,20,Semester 1,2024,97,74.72,8.95,73.49,76.62,0.68
ARCH08004,10,Full year,2020,124,62.55,6.56,62.92,65.06,0.87
ARCH08004,10,Full year,2021,135,62.28,6.54,61.82,65.1,0.85
ARCH08004,10,Full year,2022,136,65.24,7.02,62.41,65.73,0.91
ARCH08004,10,Full year,2023,133,65.37,5.62,63.5,65.88,0.84
ARCH08004,10,Full year,2024,133,63.55,5.92,62.48,64.71,0.88
ARCH08006,10,Semester 2,2020,89,78.1,7.24,76.29,77.98,0.99
ARCH08006,10,Semester 2,2021,92,78.31,7.96,75.77,78.19,0.91
ARCH08006,10,Semester 2,2022,97,74.66,6.19,76.76,77.77,0.95
ARCH08006,10,Semester 2,2023,90,75.21,7.91,75.78,77.55,0.92
ARCH08006,10,Semester 2,2024,88,74.93,7.48,74.82,77.7,0.94
ARCH08007,10,Semester 2,2020,140,65.8,7.08,63.39,62.15,0.96
ARCH08007,10,Semester 2,2021,139,65.53,6.95,64.35,62.74,0.96
ARCH08007,10,Semester 2,2022,151,65.06,7.29,63.22,63.28,1.0
ARCH08007,10,Semester 2,2023,152,64.19,7.14,63.47,62.51,0.98
ARCH08007,10,Semester 2,2024,150,63.05,7.76,63.75,62.62,1.0
ARCH08027,10,Full year,2020,68,68.97,8.59,68.11,66.53,0.71
ARCH08027,10,Full year,2021,69,65.81,8.88,69.65,67.08,0.73
ARCH08027,10,Full year,2022,69,65.57,9.63,68.16,67.29,0.65
ARCH08027,10,Full year,2023,69,66.08,8.55,68.75,66.1,0.65
ARCH08027,10,Full year,2024,66,68.3,9.42,69.42,67.36,0.64
ARCH08028,20,Full year,2020,124,66.34,5.55,65.93,67.74,0.69
ARCH08028,20,Full year,2021,128,66.67,4.71,67.08,67.55,0.72
ARCH08028,20,Full year,2022,125,67.25,5.58,66.49,68.67,0.71
ARCH08028,20,Full year,2023,129,67.12,5.7,65.62,67.17,0.75
ARCH08028,20,Full year,2024,126,67.95,4.36,66.23,68.65,0.7
ARCH08030,10,Semester 2,2020,141,66.47,5.4,67.67,66.28,0.74
ARCH08030,10,Semester 2,2021,138,65.67,5.56,66.92,66.68,0.65
ARCH08030,10,Semester 2,2022,138,67.34,5.82,66.8,67.58,0.74
ARCH08030,10,Semester 2,2023,139,68.56,5.23,67.02,66.9,0.71
ARCH08030,10,Semester 2,2024,145,68.8,5.91,67.9,67.38,0.72
ARCH08031,20,Semester 2,2020,91,71.23,6.35,70.49,70.9,0.68
ARCH08031,20,Semester 2,2021,88,73.17,6.18,70.3,69.68,0.68
ARCH08031,20,Semester 2,2022,92,70.09,6.06,71.62,69.8,0.71
ARCH08031,20,Semester 2,2023,89,71.39,7.39,71.27,70.11,0.74
ARCH08031,20,Semester 2,2024,89,73.33,6.83,70.73,70.74,0.74
ARCH08037,20,Full year,2020,83,76.38,7.12,75.85,73.99,0.83
ARCH08037,20,Full year,2021,84,76.5,6.49,77.15,73.54,0.9
ARCH08037,20,Full year,2022,82,77.22,7.73,76.51,74.77,0.9
ARCH08037,20,Full year,2023,82,74.76,7.15,76.77,74.37,0.86
ARCH08037,20,Full year,2024,80,76.68,6.65,77.45,73.99,0.82
ARCH08040,20,Semester 2,2020,119,71.4,6.03,70.08,71.7,0.95
ARCH08040,20,Semester 2,2021,121,72.59,5.99,70.46,71.96,1.0
ARCH08040,20,Semester 2,2022,124,69.77,7.18,70.11,73.16,1.0
ARCH08040,20,Semester 2,2023,120,73.03,7.0,68.85,73.1,0.98
ARCH08040,20,Semester 2,2024,118,72.22,6.56,70.01,73.45,0.99
ARCH08041,20,Semester 1,2020,131,77.88,6.49,80.89,80.71,0.62
ARCH08041,20,Semester 1,2021,125,80.45,6.98,80.07,80.34,0.65
ARCH08041,20,Semester 1,2022,130,78.73,6.71,79.84,79.65,0.69
ARCH08041,20,Semester 1,2023,126,79.24,5.84,80.07,80.41,0.69
ARCH08041,20,Semester 1,2024,136,79.13,7.46,79.92,79.87,0.61
ARCH08042,20,Semester 2,2020,134,74.61,6.36,71.94,75.32,0.58
ARCH08042,20,Semester 2,2021,124,75.14,6.35,71.84,75.66,0.6
ARCH08042,20,Semester 2,2022,128,72.35,4.76,73.14,75.19,0.6
ARCH08042,20,Semester 2,2023,130,72.15,6.18,72.11,74.49,0.63
ARCH08042,20,Semester 2,2024,133,72.61,6.53,72.56,75.56,0.61
ARCH08044,10,Full year,2020,136,68.09,9.72,67.26,68.08,0.73
ARCH08044,10,Full year,2021,137,68.44,8.51,66.73,67.52,0.7
ARCH08044,10,Full year,2022,136,67.5,9.27,66.03,68.42,0.73
ARCH08044,10,Full year,2023,140,68.4,8.77,65.34,68.47,0.68
ARCH08044,10,Full year,2024,142,67.73,9.39,65.84,67.89,0.74
ARCH08046,20,Full year,2020,60,61.94,9.24,63.17,60.07,0.84
ARCH08046,20,Full year,2021,59,60.35,8.64,62.28,60.46,0.86
ARCH08046,20,Full year,2022,62,62.77,8.55,62.62,60.04,0.78
ARCH08046,20,Full year,2023,63,60.66,9.27,63.57,59.07,0.79
ARCH08046,20,Full year,2024,60,62.87,9.78,62.27,59.02,0.79
ARCH08048,20,Semester 1,2020,82,83.87,7.7,83.4,82.89,0.91
ARCH08048,20,Semester 1,2021,86,83.96,7.05,84.13,82.52,0.91
ARCH08048,20,Semester 1,2022,84,82.73,6.87,83.97,83.04,0.92
ARCH08048,20,Semester 1,2023,86,85.28,7.12,84.38,82.19,0.88
ARCH08048,20,Semester 1,2024,89,83.41,7.73,82.93,81.39,0.94
ARCH08049,10,Semester 2,2020,86,78.31,6.0,78.57,77.28,0.97
ARCH08049,10,Semester 2,2021,87,75.5,6.77,78.29,77.3,0.92
ARCH08049,10,Semester 2,2022,81,79.24,6.34,77.84,75.73,0.95
ARCH08049,10,Semester 2,2023,79,78.73,6.11,79.36,76.59,0.92
ARCH08049,10,Semester 2,2024,81,76.72,6.16,77.69,75.94,0.97
ARCH08050,20,Semester 1,2020,90,83.69,7.67,80.28,81.79,0.77
ARCH08050,20,Semester 1,2021,91,84.12,7.38,80.01,79.94,0.74
ARCH08050,20,Semester 1,2022,89,82.45,8.28,79.94,80.49,0.68
ARCH08050,20,Semester 1,2023,84,80.73,8.14,80.4,80.5,0.71
ARCH08050,20,Semester 1,2024,90,81.63,7.02,79.8,81.23,0.7
ARCH08051,10,Semester 2,2020,141,81.53,8.09,84.51,82.04,0.94
ARCH08051,10,Semester 2,2021,145,84.69,7.12,83.36,81.57,0.96
ARCH08051,10,Semester 2,2022,140,83.36,8.62,83.41,82.13,0.95
ARCH08051,10,Semester 2,2023,139,83.87,8.14,84.23,82.1,0.96
ARCH08051,10,Semester 2,2024,146,84.68,8.16,83.51,82.54,0.91
ARCH08052,20,Full year,2020,79,85.31,4.76,83.88,82.7,0.88
ARCH08052,20,Full year,2021,76,82.78,5.59,85.39,84.06,0.86
ARCH08052,20,Full year,2022,76,81.93,4.24,83.45,84.54,0.92
ARCH08052,20,Full year,2023,76,82.52,4.17,85.3,83.84,0.9
ARCH08052,20,Full year,2024,76,81.82,5.28,84.75,82.64,0.84
ARCH08053,10,Semester 1,2020,146,79.43,6.2,78.99,78.94,0.79
ARCH08053,10,Semester 1,2021,135,81.33,6.87,78.84,79.51,0.79
ARCH08053,10,Semester 1,2022,141,81.15,7.17,79.66,80.17,0.76
ARCH08053,10,Semester 1,2023,146,80.35,6.07,79.59,78.53,0.75
ARCH08053,10,Semester 1,2024,143,82.32,6.29,79.94,80.22,0.76
ARCH08054,10,Semester 1,2020,76,62.95,6.28,59.3,63.48,0.86
ARCH08054,10,Semester 1,2021,84,62.8,7.21,59.52,64.03,0.8
ARCH08054,10,Semester 1,2022,77,63.73,7.42,61.07,63.24,0.79
ARCH08054,10,Semester 1,2023,77,62.47,6.22,60.28,64.37,0.86
ARCH08054,10,Semester 1,2024,77,62.95,7.56,59.8,62.83,0.83
ARCH08055,20,Semester 2,2020,142,63.38,10.07,61.11,60.52,0.88
ARCH08055,20,Semester 2,2021,144,61.62,9.45,60.68,61.29,0.88
ARCH08055,20,Semester 2,2022,146,61.96,8.49,61.07,60.54,0.88
ARCH08055,20,Semester 2,2023,151,60.66,10.13,59.84,61.92,0.86
ARCH08055,20,Semester 2,2024,146,61.16,10.05,60.08,60.57,0.87
ARCH08056,20,Full year,2020,127,72.5,7.07,71.07,73.26,0.86
ARCH08056,20,Full year,2021,120,71.86,6.42,71.67,74.86,0.8
ARCH08056,20,Full year,2022,121,75.23,7.45,71.26,74.24,0.85
ARCH08056,20,Full year,2023,123,75.13,7.37,72.11,73.58,0.79
ARCH08056,20,Full year,2024,122,75.54,7.72,71.55,74.35,0.84
ARCH08057,10,Semester 2,2020,95,84.59,6.05,85.79,85.44,0.66
ARCH08057,10,Semester 2,2021,100,83.45,6.24,86.4,85.29,0.69
ARCH08057,10,Semester 2,2022,98,84.11,7.55,85.69,85.72,0.75
ARCH08057,10,Semester 2,2023,96,82.89,7.37,86.19,85.59,0.66
ARCH08057,10,Semester 2,2024,102,84.05,7.35,84.63,85.75,0.74
ARCH08058,10,Full year,2020,144,67.81,6.59,68.61,69.44,0.81
ARCH08058,10,Full year,2021,145,70.24,6.82,69.36,67.98,0.89
ARCH08058,10,Full year,2022,143,68.28,5.23,68.41,67.81,0.8
ARCH08058,10,Full year,2023,146,69.21,6.57,67.72,69.46,0.86
ARCH08058,10,Full year,2024,141,69.46,6.6,69.51,69.48,0.84
ARCH10001,10,Semester 2,2020,59,80.29,6.76,80.31,81.46,0.83
ARCH10001,10,Semester 2,2021,59,80.54,7.14,80.83,80.59,0.85
ARCH10001,10,Semester 2,2022,57,79.14,7.37,80.61,81.16,0.91
ARCH10001,10,Semester 2,2023,57,82.02,6.41,80.55,80.33,0.88
ARCH10001,10,Semester 2,2024,56,82.15,7.24,80.19,80.45,0.89
ARCH10002,20,Semester 2,2020,147,64.9,9.96,65.74,67.29,0.77
ARCH10002,20,Semester 2,2021,144,66.5,8.54,64.48,67.64,0.73
ARCH10002,20,Semester 2,2022,141,64.92,8.31,65.03,68.42,0.74
ARCH10002,20,Semester 2,2023,144,64.8,9.18,64.35,66.89,0.73
ARCH10002,20,Semester 2,2024,142,66.63,9.49,65.48,68.28,0.75
ARCH10003,20,Full year,2020,112,70.91,6.17,70.51,69.0,0.85
ARCH10003,20,Full year,2021,107,70.59,4.73,70.84,69.39,0.83
ARCH10003,20,Full year,2022,114,70.28,5.68,70.95,69.38,0.78
ARCH10003,20,Full year,2023,108,69.16,4.97,71.39,68.17,0.82
ARCH10003,20,Full year,2024,108,67.89,4.73,70.12,67.94,0.82
ARCH10005,10,Semester 2,2020,109,77.43,9.94,78.49,78.79,0.75
ARCH10005,10,Semester 2,2021,110,76.65,10.39,79.97,79.46,0.75
ARCH10005,10,Semester 2,2022,108,79.07,9.57,78.86,78.71,0.76
ARCH10005,10,Semester 2,2023,107,78.54,10.19,79.04,78.65,0.73
ARCH10005,10,Semester 2,2024,108,79.73,10.28,78.19,79.14,0.81
ARCH10025,10,Semester 1,2020,94,60.09,9.17,62.21,61.4,0.97
ARCH10025,10,Semester 1,2021,102,63.41,10.75,63.35,62.17,0.94
ARCH10025,10,Semester 1,2022,103,61.88,10.36,62.83,62.99,0.92
ARCH10025,10,Semester 1,2023,98,62.29,10.59,63.95,62.22,0.93
ARCH10025,10,Semester 1,2024,103,60.78,9.21,62.98,61.42,0.96
ARCH10026,20,Semester 1,2020,137,84.15,9.31,84.05,84.63,0.88
ARCH10026,20,Semester 1,2021,136,85.94,8.59,84.09,84.74,0.91
ARCH10026,20,Semester 1,2022,134,83.99,7.98,85.79,83.6,0.97
ARCH10026,20,Semester 1,2023,126,83.24,8.93,84.2,84.85,0.95
ARCH10026,20,Semester 1,2024,134,83.75,9.13,85.62,84.28,0.88
ARCH10027,10,Semester 2,2020,105,76.67,7.17,76.74,75.56,0.72
ARCH10027,10,Semester 2,2021,101,73.58,7.32,76.46,77.14,0.73
ARCH10027,10,Semester 2,2022,108,72.78,6.91,75.58,75.75,0.79
ARCH10027,10,Semester 2,2023,110,75.81,7.63,76.73,77.12,0.77
ARCH10027,10,Semester 2,2024,108,74.22,7.29,76.67,76.63,0.73
ARCH10030,20,Semester 1,2020,79,85.0,8.57,84.27,83.82,0.74
ARCH10030,20,Semester 1,2021,83,84.44,7.8,83.79,84.74,0.77
ARCH10030,20,Semester 1,2022,81,82.29,7.39,84.07,84.59,0.73
ARCH10030,20,Semester 1,2023,77,84.75,8.7,83.84,84.58,0.8
ARCH10030,20,Semester 1,2024,78,83.92,8.3,83.75,83.52,0.75
ARCH10031,10,Semester 1,2020,69,82.56,6.07,83.33,86.01,0.86
ARCH10031,10,Semester 1,2021,68,84.83,6.73,83.48,85.57,0.83
ARCH10031,10,Semester 1,2022,72,83.44,6.82,83.65,85.04,0.79
ARCH10031,10,Semester 1,2023,73,83.89,6.77,83.13,84.42,0.83
ARCH10031,10,Semester 1,2024,68,84.13,7.01,84.26,86.1,0.84
ARCH10032,10,Semester 2,2020,74,72.44,6.0,71.57,72.1,0.72
ARCH10032,10,Semester 2,2021,75,71.6,6.71,72.35,72.47,0.75
ARCH10032,10,Semester 2,2022,73,70.52,6.52,71.75,73.14,0.73
ARCH10032,10,Semester 2,2023,73,73.1,6.87,71.51,71.22,0.68
ARCH10032,10,Semester 2,2024,79,70.55,6.64,70.5,72.97,0.7
ARCH10037,20,Full year,2020,69,67.95,7.69,66.75,67.65,1.0
ARCH10037,20,Full year,2021,68,70.29,7.24,66.94,67.78,0.99
ARCH10037,20,Full year,2022,70,69.54,8.53,67.35,69.11,0.96
ARCH10037,20,Full year,2023,67,69.47,8.56,66.86,68.87,0.92
ARCH10037,20,Full year,2024,69,68.99,7.75,66.95,68.27,0.96
ARCH10038,20,Full year,2020,64,79.01,9.01,80.67,81.88,0.6
ARCH10038,20,Full year,2021,58,79.63,8.32,81.36,81.45,0.56
ARCH10038,20,Full year,2022,64,82.56,8.26,80.35,81.63,0.65
ARCH10038,20,Full year,2023,60,82.45,9.54,80.88,81.97,0.65
ARCH10038,20,Full year,2024,58,81.99,8.61,80.54,82.36,0.57
ARCH10040,20,Full year,2020,128,60.29,9.54,58.42,60.37,0.72
ARCH10040,20,Full year,2021,127,59.87,8.1,58.3,58.78,0.74
ARCH10040,20,Full year,2022,134,62.11,9.01,59.42,60.13,0.72
ARCH10040,20,Full year,2023,125,60.04,8.97,57.91,58.83,0.76
ARCH10040,20,Full year,2024,125,59.27,8.67,58.46,58.77,0.74
ARCH10041,10,Semester 2,2020,128,64.67,6.83,63.45,63.49,0.92
ARCH10041,10,Semester 2,2021,125,63.99,6.01,63.51,64.77,0.86
ARCH10041,10,Semester 2,2022,128,65.2,7.87,63.51,64.02,0.84
ARCH10041,10,Semester 2,2023,134,65.73,7.22,61.95,64.28,0.88
ARCH10041,10,Semester 2,2024,126,63.63,6.41,62.4,64.15,0.85
ARCH10044,10,Semester 2,2020,59,74.93,7.66,76.83,76.79,0.67
ARCH10044,10,Semester 2,2021,59,73.63,8.72,76.62,75.22,0.63
ARCH10044,10,Semester 2,2022,56,75.13,8.68,77.02,75.44,0.63
ARCH10044,10,Semester 2,2023,60,75.6,7.22,75.73,75.59,0.58
ARCH10044,10,Semester 2,2024,55,76.15,7.37,76.7,76.23,0.66
ARCH10045,20,Full year,2020,137,77.36,5.59,77.38,78.26,0.65
ARCH10045,20,Full year,2021,127,76.81,5.08,76.27,78.0,0.67
ARCH10045,20,Full year,2022,132,78.82,5.84,76.52,77.18,0.71
ARCH10045,20,Full year,2023,139,76.95,5.69,76.0,77.72,0.69
ARCH10045,20,Full year,2024,130,76.04,5.91,75.92,76.84,0.64
ARCH10047,20,Full year,2020,122,70.89,8.67,68.71,69.57,0.74
ARCH10047,20,Full year,2021,121,68.96,8.32,68.75,69.34,0.75
ARCH10047,20,Full year,2022,119,68.74,8.89,67.36,69.74,0.81
ARCH10047,20,Full year,2023,122,71.62,9.81,68.64,67.98,0.74
ARCH10047,20,Full year,2024,122,68.97,10.19,68.69,68.39,0.75
ARCH10048,10,Semester 1,2020,133,80.23,9.54,80.83,78.09,0.79
ARCH10048,10,Semester 1,2021,144,81.65,8.03,81.63,79.61,0.71
ARCH10048,10,Semester 1,2022,141,80.84,7.67,80.63,78.54,0.73
ARCH10048,10,Semester 1,2023,144,78.6,9.16,82.02,79.26,0.78
ARCH10048,10,Semester 1,2024,143,82.02,9.49,81.46,78.74,0.77
ARCH10050,20,Semester 2,2020,86,61.37,8.27,61.55,60.53,0.64
ARCH10050,20,Semester 2,2021,86,60.09,9.61,61.69,59.92,0.6
ARCH10050,20,Semester 2,2022,89,59.89,9.47,61.91,61.11,0.58
ARCH10050,20,Semester 2,2023,85,60.04,8.77,61.53,59.71,0.65
ARCH10050,20,Semester 2,2024,92,60.72,9.9,60.96,60.11,0.59
ARCH10051,20,Full year,2020,68,84.13,8.79,82.03,84.62,0.74
ARCH10051,20,Full year,2021,65,81.82,8.09,82.99,83.36,0.83
ARCH10051,20,Full year,2022,67,81.91,8.84,81.44,83.1,0.77
ARCH10051,20,Full year,2023,66,84.09,8.84,82.75,83.86,0.79
ARCH10051,20,Full year,2024,64,81.84,8.95,83.08,84.88,0.79
ARCH10052,20,Semester 1,2020,96,59.99,5.96,64.6,61.9,0.99
ARCH10052,20,Semester 1,2021,96,63.54,6.69,64.63,61.45,0.9
ARCH10052,20,Semester 1,2022,101,62.14,7.78,64.13,61.38,0.94
ARCH10052,20,Semester 1,2023,99,60.24,6.47,63.47,60.68,0.97
ARCH10052,20,Semester 1,2024,100,61.48,7.08,63.78,61.44,0.96
ARCH10053,10,Semester 2,2020,73,72.88,9.64,72.93,71.78,0.68
ARCH10053,10,Semester 2,2021,71,72.54,9.63,72.62,71.34,0.67
ARCH10053,10,Semester 2,2022,71,71.84,9.75,73.2,70.6,0.68
ARCH10053,10,Semester 2,2023,70,72.31,9.52,73.72,71.45,0.69
ARCH10053,10,Semester 2,2024,69,69.63,10.32,72.35,70.74,0.7
ARCH10054,10,Semester 2,2020,63,75.82,7.24,76.15,76.28,0.89
ARCH10054,10,Semester 2,2021,62,76.32,6.5,76.23,77.87,0.87
ARCH10054,10,Semester 2,2022,62,78.41,7.13,75.59,77.08,0.82
ARCH10054,10,Semester 2,2023,66,75.02,6.34,76.21,77.08,0.8
ARCH10054,10,Semester 2,2024,63,76.14,6.22,76.69,77.07,0.86
ARCH10055,10,Full year,2020,59,69.15,7.73,67.37,68.13,0.74
ARCH10055,10,Full year,2021,54,68.21,7.59,67.2,68.94,0.74
ARCH10055,10,Full year,2022,56,65.9,7.39,66.11,67.59,0.72
ARCH10055,10,Full year,2023,57,66.12,8.56,66.41,68.24,0.71
ARCH10055,10,Full year,2024,59,67.9,7.77,67.25,68.31,0.65
ARCH10056,20,Semester 1,2020,151,68.28,7.87,69.02,67.88,0.84
ARCH10056,20,Semester 1,2021,152,66.22,8.31,68.71,68.29,0.87
ARCH10056,20,Semester 1,2022,147,67.98,9.31,69.49,68.04,0.87
ARCH10056,20,Semester 1,2023,145,69.47,7.67,69.27,68.33,0.82
ARCH10056,20,Semester 1,2024,150,68.35,7.8,68.22,68.17,0.8
ARCH10057,10,Semester 2,2020,96,75.17,7.71,73.97,73.14,0.91
ARCH10057,10,Semester 2,2021,96,73.24,7.52,73.85,73.58,0.93
ARCH10057,10,Semester 2,2022,104,74.38,7.36,73.84,73.04,0.99
ARCH10057,10,Semester 2,2023,95,74.03,7.51,74.67,72.73,0.96
ARCH10057,10,Semester 2,2024,96,73.83,6.26,75.54,72.14,0.95
ARCH10058,10,Semester 1,2020,97,61.69,8.85,63.74,59.14,0.91
ARCH10058,10,Semester 1,2021,100,62.01,9.38,62.92,60.78,0.95
ARCH10058,10,Semester 1,2022,95,61.11,10.48,62.88,59.74,0.98
ARCH10058,10,Semester 1,2023,95,62.54,8.77,64.29,60.51,0.98
ARCH10058,10,Semester 1,2024,98,62.06,10.48,64.19,59.87,0.98
ARCH11002,20,Semester 1,2020,137,79.84,9.35,79.23,77.8,0.79
ARCH11002,20,Semester 1,2021,136,76.86,8.75,78.88,77.71,0.85
ARCH11002,20,Semester 1,2022,134,79.05,8.5,78.64,77.81,0.85
ARCH11002,20,Semester 1,2023,139,78.2,10.16,79.32,77.3,0.81
ARCH11002,20,Semester 1,2024,136,79.84,9.77,80.29,77.19,0.82
ARCH11004,20,Semester 2,2020,100,65.16,4.42,68.26,69.06,0.82
ARCH11004,20,Semester 2,2021,101,64.9,4.69,67.62,68.36,0.9
ARCH11004,20,Semester 2,2022,96,68.05,5.41,67.05,67.72,0.86
ARCH11004,20,Semester 2,2023,94,66.23,5.5,68.0,67.92,0.83
ARCH11004,20,Semester 2,2024,93,68.45,5.12,66.62,68.45,0.91
ARCH11006,20,Full year,2020,107,82.69,5.88,84.69,85.19,0.95
ARCH11006,20,Full year,2021,104,82.59,4.58,84.61,83.85,0.9
ARCH11006,20,Full year,2022,102,85.5,4.62,85.4,84.48,0.93
ARCH11006,20,Full year,2023,107,84.27,6.31,85.91,83.66,0.94
ARCH11006,20,Full year,2024,105,84.59,5.11,85.56,85.25,0.97
ARCH11007,20,Semester 1,2020,142,81.79,8.65,80.46,80.84,0.74
ARCH11007,20,Semester 1,2021,135,80.53,8.51,81.68,82.07,0.76
ARCH11007,20,Semester 1,2022,135,80.3,9.3,81.98,80.56,0.72
ARCH11007,20,Semester 1,2023,133,79.73,9.02,80.2,81.37,0.68
ARCH11007,20,Semester 1,2024,136,80.71,9.68,80.89,80.87,0.68
ARCH11010,10,Full year,2020,73,72.2,5.45,74.57,73.84,0.9
ARCH11010,10,Full year,2021,74,73.74,5.95,76.3,74.46,0.85
ARCH11010,10,Full year,2022,80,74.26,4.75,75.06,73.42,0.84
ARCH11010,10,Full year,2023,80,75.8,6.29,75.03,74.06,0.81
ARCH11010,10,Full year,2024,75,75.27,5.21,75.0,74.56,0.9
ARCH11014,10,Semester 1,2020,68,67.25,7.15,67.23,70.79,0.95
ARCH11014,10,Semester 1,2021,64,70.19,6.65,67.68,70.44,0.91
ARCH11014,10,Semester 1,2022,63,70.83,5.94,68.72,70.41,0.95
ARCH11014,10,Semester 1,2023,66,69.5,6.96,67.67,69.36,0.89
ARCH11014,10,Semester 1,2024,64,70.08,7.32,68.44,70.46,0.86
ARCH11015,10,Full year,2020,96,71.23,9.86,72.78,70.3,0.78
ARCH11015,10,Full year,2021,96,70.71,8.97,71.95,69.79,0.76
ARCH11015,10,Full year,2022,90,71.29,8.61,72.25,70.89,0.84
ARCH11015,10,Full year,2023,92,71.49,9.85,71.72,69.44,0.81
ARCH11015,10,Full year,2024,95,71.78,8.37,73.37,71.31,0.75
ARCH11017,10,Full year,2020,58,72.44,8.1,71.43,69.75,0.71
ARCH11017,10,Full year,2021,54,71.43,8.02,72.71,70.24,0.75
